49	28	Tu	1	.	+	CDS	43562	-	46471	2086
50	29	Tu	1	.	-	CDS	46581	-	47207	412
51	30	Tu	1	.	+	CDS	47206	-	47274	79
52	31	Tu	1	.	-	CDS	47366	-	48100	606
53	32	Tu	1	.	-	CDS	48233	-	48910	529
54	33	Tu	1	.	+	CDS	48884	-	49021	122
55	34	Op	1	.	-	CDS	49043	-	49939	751
56	34	Op	2	.	-	CDS	50021	-	51124	1293
57	34	Op	3	.	-	CDS	51185	-	51727	505
58	35	Tu	1	.	-	CDS	51828	-	52697	829
59	36	Tu	1	.	+	CDS	52810	-	53244	234
60	37	Op	1	.	+	CDS	53354	-	55699	1603
61	37	Op	2	.	+	CDS	55696	-	57378	1340
62	37	Op	3	.	+	CDS	57335	-	57973	578
63	38	Tu	1	.	+	CDS	58192	-	58482	412
64	39	Op	1	.	+	CDS	58586	-	59080	397
65	39	Op	2	.	+	CDS	59122	-	59376	285
66	39	Op	3	.	+	CDS	59409	-	59867	466
67	40	Op	1	.	+	CDS	60040	-	60417	161
68	40	Op	2	.	+	CDS	60396	-	63020	1509
69	41	Op	1	.	+	CDS	63200	-	63892	459
70	41	Op	2	.	+	CDS	63909	-	64967	723
71	42	Op	1	.	-	CDS	65012	-	65350	128
72	42	Op	2	.	-	CDS	65400	-	65687	139
73	43	Tu	1	.	+	CDS	65771	-	66694	576
74	44	Op	1	.	+	CDS	66923	-	68362	1197
75	44	Op	2	.	+	CDS	68436	-	68579	103
76	44	Op	3	.	+	CDS	68620	-	71559	2763
77	44	Op	4	.	+	CDS	71589	-	71828	229
78	44	Op	5	.	+	CDS	71821	-	72222	357
79	45	Tu	1	.	-	CDS	72274	-	74511	2321
80	46	Tu	1	.	-	CDS	74629	-	75198	461
81	47	Tu	1	.	+	CDS	75301	-	76212	747
82	48	Op	1	.	-	CDS	76237	-	77622	981
83	48	Op	2	.	-	CDS	77619	-	78896	1093
84	49	Tu	1	.	+	CDS	79486	-	80193	652
85	50	Op	1	.	+	CDS	80624	-	81673	705
86	50	Op	2	.	+	CDS	81676	-	82668	820
87	50	Op	3	.	+	CDS	82748	-	83983	510
88	50	Op	4	.	+	CDS	83996	-	85168	903
89	51	Op	1	.	-	CDS	85183	-	85563	292
90	51	Op	2	.	-	CDS	85636	-	86490	680
91	52	Tu	1	.	+	CDS	86450	-	87133	642
92	53	Op	1	.	-	CDS	87208	-	87792	142
93	53	Op	2	.	-	CDS	87798	-	88004	86
94	54	Op	1	.	+	CDS	88204	-	89025	288
95	54	Op	2	.	+	CDS	89067	-	89480	258
96	54	Op	3	.	+	CDS	89485	-	89919	419
97	54	Op	4	.	+	CDS	89924	-	90403	289
98	54	Op	5	.	+	CDS	90499	-	92322	1702
99	54	Op	6	.	+	CDS	92328	-	93278	1150
100	54	Op	7	.	+	CDS	93289	-	93951	890
101	54	Op	8	.	+	CDS	93951	-	95417	1439
102	54	Op	9	.	+	CDS	95417	-	96892	1097
103	54	Op	10	.	+	CDS	96984	-	97601	275
104	55	Tu	1	.	+	CDS	97758	-	98351	438
105	56	Tu	1	.	+	CDS	98480	-	99250	637
106	57	Tu	1	.	+	CDS	99684	-	100451	507
107	58	Tu	1	.	+	CDS	100583	-	102868	1504
108	59	Tu	1	.	-	CDS	102815	-	103291	218
109	60	Tu	1	.	+	CDS	103524	-	103811	101
110	61	Tu	1	.	-	CDS	103710	-	104669	881
111	62	Tu	1	.	+	CDS	104713	-	104808	78
112	63	Tu	1	.	-	CDS	104805	-	105170	336
113	64	Op	1	.	+	CDS	105342	-	106715	734
114	64	Op	2	.	+	CDS	106734	-	107603	770
115	64	Op	3	.	+	CDS	107633	-	108151	411
116	64	Op	4	.	+	CDS	108180	-	109778	985
117	64	Op	5	.	+	CDS	109771	-	110019	174
118	64	Op	6	.	+	CDS	110001	-	117539	4623
119	64	Op	7	.	+	CDS	117565	-	117642	125
120	64	Op	8	.	+	CDS	117714	-	119699	1481
121	65	Tu	1	.	-	CDS	119915	-	122173	1182
122	66	Op	1	.	+	CDS	122244	-	122306	74
123	66	Op	2	.	+	CDS	122317	-	123831	967
124	67	Tu	1	.	-	CDS	123980	-	124264	91
125	68	Tu	1	.	+	CDS	124374	-	125570	878
126	69	Tu	1	.	-	CDS	125643	-	130541	2721
127	70	Tu	1	.	-	CDS	130895	-	131137	177
128	71	Tu	1	.	+	CDS	131382	-	132872	1656
129	72	Tu	1	.	+	CDS	133080	-	133769	569
130	73	Tu	1	.	+	CDS	133992	-	136007	922
131	74	Op	1	.	+	CDS	136289	-	137245	706
132	74	Op	2	.	+	CDS	137286	-	137909	150
133	75	Tu	1	.	+	CDS	138513	-	139673	370
134	76	Tu	1	.	+	CDS	139965	-	140144	160
135	77	Tu	1	.	-	CDS	140267	-	141022	425
136	78	Tu	1	.	+	CDS	141200	-	142144	758
137	79	Tu	1	.	-	CDS	142128	-	143876	1154
138	80	Op	1	.	+	CDS	143867	-	144004	76
139	80	Op	2	.	+	CDS	144049	-	145626	893
140	81	Tu	1	.	-	CDS	145627	-	147771	1899
141	82	Tu	1	.	-	CDS	147908	-	148342	256
142	83	Op	1	.	+	CDS	148677	-	148859	133
143	83	Op	2	.	+	CDS	148856	-	149224	362
144	84	Tu	1	.	+	CDS	149533	-	150996	1402
145	85	Tu	1	.	+	CDS	151148	-	152215	876
146	86	Tu	1	.	+	CDS	152360	-	154129	1840
147	87	Op	1	.	+	CDS	154232	-	155599	1136
148	87	Op	2	.	+	CDS	155667	-	156446	637
149	88	Op	1	.	-	CDS	156578	-	157600	1065
150	88	Op	2	.	-	CDS	157681	-	157806	99
151	89	Tu	1	.	+	CDS	157847	-	158302	524
152	90	Op	1	.	-	CDS	158315	-	159619	1328
153	90	Op	2	.	-	CDS	159700	-	160782	993
154	91	Tu	1	.	+	CDS	160869	-	161474	507
155	92	Tu	1	.	+	CDS	161771	-	162673	782
156	93	Tu	1	.	-	CDS	162644	-	163249	572
157	94	Tu	1	.	+	CDS	163366	-	164691	1068
158	95	Tu	1	.	-	CDS	164712	-	165260	496
159	96	Op	1	.	+	CDS	165323	-	165826	333
160	96	Op	2	.	+	CDS	165827	-	166849	723
161	96	Op	3	.	+	CDS	166910	-	167290	331
162	97	Tu	1	.	-	CDS	167271	-	167681	356
163	98	Tu	1	.	+	CDS	167954	-	168637	607
164	99	Tu	1	.	-	CDS	168704	-	170182	1490
165	100	Tu	1	.	+	CDS	170491	-	171126	453
166	101	Tu	1	.	-	CDS	171134	-	171211	87
167	102	Op	1	.	+	CDS	171215	-	172168	754
168	102	Op	2	.	+	CDS	172202	-	173143	895
169	102	Op	3	.	+	CDS	173238	-	174758	1474
170	102	Op	4	.	+	CDS	174833	-	175693	830
171	102	Op	5	.	+	CDS	175700	-	176668	1014
172	103	Tu	1	.	-	CDS	176665	-	176952	107
173	104	Tu	1	.	-	CDS	177543	-	179195	1509
174	105	Op	1	.	-	CDS	179319	-	180791	663
175	105	Op	2	.	-	CDS	180805	-	181029	275
176	106	Op	1	.	-	CDS	181155	-	181985	713
177	106	Op	2	.	-	CDS	181987	-	183210	1090
178	107	Op	1	.	+	CDS	183571	-	184722	949
179	107	Op	2	.	+	CDS	184723	-	185055	451
180	107	Op	3	.	+	CDS	185052	-	186479	1465
181	108	Tu	1	.	-	CDS	186495	-	186620	188
182	109	Tu	1	.	+	CDS	186785	-	187429	777
183	110	Op	1	.	-	CDS	187433	-	188839	1307
184	110	Op	2	.	-	CDS	188931	-	190439	1710
185	111	Tu	1	.	+	CDS	190583	-	191956	1048
186	112	Tu	1	.	-	CDS	191984	-	193135	620
187	113	Op	1	.	+	CDS	193117	-	193572	273
188	113	Op	2	.	+	CDS	193671	-	194111	440
189	114	Tu	1	.	-	CDS	194144	-	194815	221
190	115	Tu	1	.	+	CDS	194993	-	196657	1229
191	116	Op	1	.	+	CDS	196861	-	197658	829
192	116	Op	2	.	+	CDS	197660	-	198529	962
193	116	Op	3	.	+	CDS	198534	-	199898	1213
194	116	Op	4	.	+	CDS	199895	-	200935	893
195	116	Op	5	.	+	CDS	200932	-	202479	1010
196	116	Op	6	.	+	CDS	202476	-	204068	1210
197	116	Op	7	.	+	CDS	204065	-	205237	1044
198	116	Op	8	.	+	CDS	205231	-	206778	916
199	116	Op	9	.	+	CDS	206748	-	207455	411
200	116	Op	10	.	+	CDS	207461	-	208420	453
201	117	Op	1	.	+	CDS	208612	-	208971	332
202	117	Op	2	.	+	CDS	208938	-	209672	551
203	118	Op	1	.	-	CDS	209703	-	210812	790
204	118	Op	2	.	-	CDS	210892	-	212250	1122
205	118	Op	3	.	-	CDS	212277	-	213011	474
206	118	Op	4	.	-	CDS	213028	-	214026	843
207	119	Op	1	.	+	CDS	214088	-	214927	711
208	119	Op	2	.	+	CDS	214969	-	215718	560
209	119	Op	3	.	+	CDS	215757	-	216224	410
210	119	Op	4	.	+	CDS	216269	-	218344	1483
211	120	Tu	1	.	+	CDS	218711	-	219367	629
212	121	Tu	1	.	+	CDS	219486	-	219917	286
213	122	Tu	1	.	-	CDS	219996	-	221723	1267
214	123	Tu	1	.	+	CDS	221871	-	222161	311
215	124	Tu	1	.	+	CDS	222289	-	223530	907
216	125	Tu	1	.	+	CDS	223798	-	224664	702
217	126	Tu	1	.	-	CDS	224724	-	226550	1616
218	127	Op	1	.	+	CDS	226700	-	226819	142
219	127	Op	2	.	+	CDS	226878	-	230462	2823
220	128	Tu	1	.	-	CDS	230466	-	230765	138
221	129	Tu	1	.	+	CDS	230749	-	231534	455
222	130	Op	1	.	+	CDS	231647	-	232231	466
223	130	Op	2	.	+	CDS	232231	-	234519	1969
224	131	Tu	1	.	-	CDS	234516	-	236507	1729
225	132	Op	1	.	+	CDS	236058	-	237209	555
226	132	Op	2	.	+	CDS	237206	-	237895	479
227	133	Op	1	.	-	CDS	237892	-	238395	296
228	133	Op	2	.	-	CDS	238392	-	241292	2019
229	134	Tu	1	.	+	CDS	241514	-	241924	327
230	135	Tu	1	.	-	CDS	241976	-	243259	986
231	136	Tu	1	.	+	CDS	243384	-	244487	1178
232	137	Op	1	.	-	CDS	244484	-	247318	1848
233	137	Op	2	.	-	CDS	247384	-	248112	575
234	137	Op	3	.	-	CDS	248115	-	248708	363
235	138	Op	1	.	+	CDS	249227	-	250123	662
236	138	Op	2	.	+	CDS	250120	-	251598	1068
237	139	Tu	1	.	+	CDS	251782	-	253602	1941
238	140	Tu	1	.	-	CDS	253669	-	254487	477
239	141	Tu	1	.	-	CDS	254637	-	256070	1035
240	142	Tu	1	.	+	CDS	256160	-	257677	1230
241	143	Tu	1	.	-	CDS	257783	-	258904	989
242	144	Tu	1	.	+	CDS	258913	-	259926	748
243	145	Tu	1	.	-	CDS	259923	-	260831	515
244	146	Op	1	.	+	CDS	260924	-	262252	1337
245	146	Op	2	.	+	CDS	262254	-	262802	330
246	146	Op	3	.	+	CDS	262812	-	264023	762
247	146	Op	4	.	+	CDS	264067	-	265476	1211
248	146	Op	5	.	+	CDS	265507	-	266295	710
249	147	Op	1	.	-	CDS	266301	-	267764	1563
250	147	Op	2	.	-	CDS	267863	-	268636	655
251	148	Tu	1	.	+	CDS	268663	-	269817	846
252	149	Op	1	.	-	CDS	269834	-	271564	898
253	149	Op	2	.	-	CDS	271574	-	272854	1300
254	150	Tu	1	.	+	CDS	272980	-	274278	1204
255	151	Op	1	.	-	CDS	274306	-	274719	112
256	151	Op	2	.	-	CDS	274710	-	274904	176
257	151	Op	3	.	-	CDS	274983	-	275963	1106
258	152	Tu	1	.	+	CDS	276058	-	277764	1888
259	153	Op	1	.	+	CDS	277899	-	278588	624
260	153	Op	2	.	+	CDS	278585	-	279529	1090
261	154	Tu	1	.	-	CDS	279605	-	280978	1307
262	155	Op	1	.	-	CDS	281166	-	282614	1194
263	155	Op	2	.	-	CDS	282649	-	286842	2844
264	155	Op	3	.	-	CDS	286898	-	287071	210
265	156	Op	1	.	+	CDS	287318	-	288352	775
266	156	Op	2	.	+	CDS	288428	-	289042	763
267	156	Op	3	.	+	CDS	289104	-	289337	162
268	156	Op	4	.	+	CDS	289345	-	289782	280
269	157	Op	1	.	-	CDS	289812	-	290654	720
270	157	Op	2	.	-	CDS	290665	-	292029	1251
271	158	Op	1	.	+	CDS	292125	-	292187	82
272	158	Op	2	.	+	CDS	292171	-	293493	1391
273	159	Tu	1	.	-	CDS	293798	-	295633	2131
274	160	Tu	1	.	+	CDS	295765	-	295851	73
275	161	Tu	1	.	+	CDS	296005	-	296493	349
276	162	Tu	1	.	+	CDS	296869	-	298119	551
277	163	Op	1	.	-	CDS	298116	-	298844	482
278	163	Op	2	.	-	CDS	298863	-	300803	1612
279	163	Op	3	.	-	CDS	300834	-	301655	700
280	163	Op	4	.	-	CDS	301735	-	302028	231
281	164	Tu	1	.	-	CDS	302173	-	302652	465
282	165	Op	1	.	+	CDS	302866	-	305427	1852
283	165	Op	2	.	+	CDS	305453	-	305809	305
284	166	Op	1	.	-	CDS	305825	-	306349	266
285	166	Op	2	.	-	CDS	306374	-	307807	1072
286	166	Op	3	.	-	CDS	307877	-	309547	1278
287	167	Op	1	.	-	CDS	310294	-	310698	406
288	167	Op	2	.	-	CDS	310774	-	311517	311
289	167	Op	3	.	-	CDS	311514	-	312659	692
290	167	Op	4	.	-	CDS	312759	-	314168	1428
291	168	Op	1	.	-	CDS	314309	-	314854	424
292	168	Op	2	.	-	CDS	314864	-	315766	610
293	168	Op	3	.	-	CDS	315783	-	316436	482
294	168	Op	4	.	-	CDS	316511	-	317503	757
295	168	Op	5	.	-	CDS	317525	-	321154	3341
296	169	Tu	1	.	+	CDS	321331	-	322722	1461
297	170	Tu	1	.	-	CDS	322764	-	323021	212
298	171	Op	1	.	-	CDS	323194	-	323307	134
299	171	Op	2	.	-	CDS	323338	-	324522	1135
300	172	Tu	1	.	+	CDS	324567	-	326249	1725
301	173	Op	1	.	-	CDS	326266	-	328461	1946
302	173	Op	2	.	-	CDS	328510	-	328584	81
303	173	Op	3	.	-	CDS	328575	-	329708	801
304	173	Op	4	.	-	CDS	329705	-	330325	597
305	174	Tu	1	.	+	CDS	330422	-	331003	494
306	175	Tu	1	.	-	CDS	330933	-	331658	457
307	176	Tu	1	.	+	CDS	331877	-	332668	795
308	177	Op	1	.	-	CDS	332708	-	333136	170
309	177	Op	2	.	-	CDS	333160	-	333333	126
310	177	Op	3	.	-	CDS	333346	-	333417	77
311	177	Op	4	.	-	CDS	333437	-	336310	2629
312	178	Tu	1	.	-	CDS	336560	-	339073	2851
313	179	Op	1	.	+	CDS	339107	-	339367	157
314	179	Op	2	.	+	CDS	339247	-	340974	1126
315	179	Op	3	.	+	CDS	340998	-	341906	677
316	180	Op	1	.	+	CDS	342130	-	344025	1587
317	180	Op	2	.	+	CDS	344022	-	345638	1252
318	180	Op	3	.	+	CDS	345635	-	349627	3518
319	180	Op	4	.	+	CDS	349624	-	349932	330
320	180	Op	5	.	+	CDS	349983	-	351476	1049
321	180	Op	6	.	+	CDS	351525	-	351818	360
322	180	Op	7	.	+	CDS	351848	-	352138	410
323	180	Op	8	.	+	CDS	352149	-	353036	706
324	180	Op	9	.	+	CDS	353083	-	354501	1367
325	180	Op	10	.	+	CDS	354498	-	355883	890
326	180	Op	11	.	+	CDS	355880	-	356875	602
327	181	Tu	1	.	-	CDS	356862	-	358073	1007
328	182	Tu	1	.	+	CDS	358171	-	358956	678
329	183	Op	1	.	-	CDS	358945	-	359748	629
330	183	Op	2	.	-	CDS	359758	-	361155	1190
331	184	Tu	1	.	+	CDS	361334	-	363109	1864
332	185	Op	1	.	+	CDS	363252	-	363479	327
333	185	Op	2	.	+	CDS	363476	-	363778	208
334	185	Op	3	.	+	CDS	363826	-	364047	81
335	185	Op	4	.	+	CDS	364038	-	364469	266
336	186	Op	1	.	+	CDS	364605	-	365237	484
337	186	Op	2	.	+	CDS	365234	-	366142	524
338	187	Op	1	.	-	CDS	366150	-	373271	10283
339	187	Op	2	.	-	CDS	372820	-	375711	2425
340	188	Tu	1	.	+	CDS	375860	-	376585	696
341	189	Tu	1	.	-	CDS	376573	-	377055	405
342	190	Tu	1	.	+	CDS	377113	-	377829	268
343	191	Tu	1	.	+	CDS	377949	-	378587	605
344	192	Tu	1	.	-	CDS	378657	-	379148	501
345	193	Tu	1	.	+	CDS	379172	-	380401	1002
346	194	Op	1	.	+	CDS	380556	-	382418	427
347	194	Op	2	.	+	CDS	382490	-	382876	365
348	195	Tu	1	.	-	CDS	382879	-	383541	432
349	196	Op	1	.	+	CDS	383632	-	384486	625
350	196	Op	2	.	+	CDS	384499	-	385149	507
351	197	Tu	1	.	-	CDS	385173	-	385865	598
352	198	Tu	1	.	-	CDS	385978	-	386127	72
353	199	Tu	1	.	-	CDS	386305	-	387081	685
354	200	Op	1	.	+	CDS	387148	-	387816	549
355	200	Op	2	.	+	CDS	387888	-	388550	317
356	200	Op	3	.	+	CDS	388582	-	389154	564
357	201	Tu	1	.	+	CDS	389260	-	390591	1134
358	202	Tu	1	.	-	CDS	390580	-	391215	265
359	203	Op	1	.	+	CDS	391403	-	392032	655
360	203	Op	2	.	+	CDS	392066	-	392263	187
361	203	Op	3	.	+	CDS	392273	-	392728	194
362	204	Tu	1	.	-	CDS	392696	-	394045	1055
363	205	Tu	1	.	+	CDS	394111	-	394713	365
364	206	Op	1	.	-	CDS	394694	-	395320	348
365	206	Op	2	.	-	CDS	395347	-	396087	591
366	207	Tu	1	.	+	CDS	396201	-	397367	842
367	208	Op	1	.	+	CDS	397472	-	398227	508
368	208	Op	2	.	+	CDS	398194	-	398628	331
369	208	Op	3	.	+	CDS	398658	-	399524	1013
370	209	Tu	1	.	-	CDS	399535	-	399987	-66
371	210	Tu	1	.	+	CDS	400168	-	401703	891
372	211	Op	1	.	-	CDS	401873	-	403162	1367
373	211	Op	2	.	-	CDS	403193	-	405799	1903
374	212	Tu	1	.	+	CDS	405870	-	405938	88
375	213	Op	1	.	-	CDS	405950	-	408400	1523
376	213	Op	2	.	-	CDS	408470	-	408589	130
377	214	Tu	1	.	+	CDS	408634	-	409173	276
378	215	Tu	1	.	+	CDS	409362	-	410801	936
379	216	Op	1	.	+	CDS	410907	-	412760	1667
380	216	Op	2	.	+	CDS	412757	-	414238	1014
381	217	Tu	1	.	-	CDS	414381	-	414941	315
382	218	Tu	1	.	+	CDS	415044	-	415460	182
383	219	Tu	1	.	-	CDS	415502	-	416965	1332
384	220	Op	1	.	+	CDS	417487	-	418290	445
385	220	Op	2	.	+	CDS	418293	-	418946	337
386	220	Op	3	.	+	CDS	418949	-	419608	167
387	221	Op	1	.	+	CDS	419835	-	421712	2091
388	221	Op	2	.	+	CDS	421709	-	422416	565
389	221	Op	3	.	+	CDS	422452	-	423639	944
390	221	Op	4	.	+	CDS	423639	-	424019	348
391	222	Op	1	.	-	CDS	424144	-	424236	170
392	222	Op	2	.	-	CDS	424269	-	424700	371
393	222	Op	3	.	-	CDS	424777	-	434679	14246
394	223	Tu	1	.	+	CDS	434764	-	434850	82
395	224	Op	1	.	-	CDS	434830	-	435459	549
396	224	Op	2	.	-	CDS	435471	-	436769	1366
397	225	Op	1	.	+	CDS	436860	-	437507	399
398	225	Op	2	.	+	CDS	437518	-	438297	877
399	226	Tu	1	.	-	CDS	438302	-	438706	324
400	227	Tu	1	.	+	CDS	438822	-	439649	632
401	228	Tu	1	.	+	CDS	439871	-	441253	1500
402	229	Tu	1	.	-	CDS	441265	-	442299	1218
403	230	Tu	1	.	+	CDS	442395	-	443078	748
404	231	Op	1	.	-	CDS	443067	-	444197	980
405	231	Op	2	.	-	CDS	444222	-	444815	340
406	231	Op	3	.	-	CDS	444844	-	445233	258
407	231	Op	4	.	-	CDS	445314	-	446525	684
408	231	Op	5	.	-	CDS	446531	-	447133	652
409	231	Op	6	.	-	CDS	447147	-	448043	559
410	231	Op	7	.	-	CDS	448040	-	448633	447
411	231	Op	8	.	-	CDS	448630	-	449385	776
412	231	Op	9	.	-	CDS	449404	-	451803	2575
413	231	Op	10	.	-	CDS	451800	-	452279	324
414	231	Op	11	.	-	CDS	452294	-	453154	882
415	231	Op	12	.	-	CDS	453230	-	454387	809
416	232	Tu	1	.	+	CDS	454421	-	455386	669
417	233	Tu	1	.	+	CDS	455637	-	455858	173
418	234	Tu	1	.	+	CDS	455977	-	456192	231
419	235	Op	1	.	-	CDS	456268	-	456930	455
420	235	Op	2	.	-	CDS	456915	-	457823	624
421	235	Op	3	.	-	CDS	457841	-	458380	543
422	235	Op	4	.	-	CDS	458461	-	459315	553
423	236	Tu	1	.	-	CDS	459456	-	462002	3128
424	237	Tu	1	.	+	CDS	462135	-	463307	1035
425	238	Tu	1	.	+	CDS	463411	-	466668	2520
426	239	Op	1	.	-	CDS	466672	-	467541	291
427	239	Op	2	.	-	CDS	467459	-	468001	402
428	240	Op	1	.	+	CDS	468299	-	469594	809
429	240	Op	2	.	+	CDS	469591	-	470013	285
430	240	Op	3	.	+	CDS	470010	-	471230	1249
431	241	Tu	1	.	-	CDS	471227	-	472639	1327
432	242	Op	1	.	+	CDS	472914	-	473105	218
433	242	Op	2	.	+	CDS	473120	-	474106	706
434	243	Tu	1	.	-	CDS	474122	-	474781	242
435	244	Op	1	.	+	CDS	474940	-	475344	149
436	244	Op	2	.	+	CDS	475326	-	475742	402
437	244	Op	3	.	+	CDS	475816	-	476184	186
438	245	Tu	1	.	+	CDS	476394	-	476642	92
439	246	Op	1	.	-	CDS	476679	-	477320	486
440	246	Op	2	.	-	CDS	477327	-	478556	1115
441	246	Op	3	.	-	CDS	478566	-	479753	1119
442	247	Tu	1	.	+	CDS	479789	-	480160	254
443	248	Op	1	.	-	CDS	480355	-	483231	2161
444	248	Op	2	.	-	CDS	483228	-	483656	393
445	249	Tu	1	.	+	CDS	484149	-	484217	127
446	250	Op	1	.	+	CDS	484529	-	485734	654
447	250	Op	2	.	+	CDS	485731	-	489939	1297
448	251	Tu	1	.	-	CDS	489887	-	490705	603
449	252	Op	1	.	+	CDS	490783	-	491793	922
450	252	Op	2	.	+	CDS	491879	-	493858	1491
451	252	Op	3	.	+	CDS	493863	-	495008	772
452	253	Op	1	.	-	CDS	495062	-	497314	2057
453	253	Op	2	.	-	CDS	497314	-	498300	936
454	253	Op	3	.	-	CDS	498300	-	499619	950
455	254	Tu	1	.	+	CDS	499746	-	500366	430
456	255	Tu	1	.	-	CDS	500350	-	501018	526
457	256	Op	1	.	+	CDS	501148	-	502170	806
458	256	Op	2	.	+	CDS	502167	-	502373	272
459	256	Op	3	.	+	CDS	502366	-	503124	628
460	256	Op	4	.	+	CDS	503146	-	503298	107
461	257	Tu	1	.	+	CDS	503514	-	504998	1357
462	258	Tu	1	.	+	CDS	505188	-	506582	966
463	259	Tu	1	.	-	CDS	506561	-	506887	362
464	260	Op	1	.	-	CDS	507132	-	507761	364
465	260	Op	2	.	-	CDS	507758	-	508585	610
466	260	Op	3	.	-	CDS	508582	-	510225	1693
467	261	Op	1	.	-	CDS	510377	-	510655	252
468	261	Op	2	.	-	CDS	510702	-	515321	2658
469	261	Op	3	.	-	CDS	515373	-	515816	235
470	262	Op	1	.	-	CDS	516017	-	516892	793
471	262	Op	2	.	-	CDS	516895	-	517767	545
472	262	Op	3	.	-	CDS	517803	-	518396	573
473	263	Tu	1	.	-	CDS	518684	-	518746	72
474	264	Op	1	.	+	CDS	518745	-	519041	377
475	264	Op	2	.	+	CDS	519139	-	519567	369
476	264	Op	3	.	+	CDS	519600	-	520322	540
477	264	Op	4	.	+	CDS	520387	-	521454	929
478	264	Op	5	.	+	CDS	521514	-	522167	456
479	265	Op	1	.	-	CDS	522347	-	524533	1786
480	265	Op	2	.	-	CDS	524530	-	525333	667
481	265	Op	3	.	-	CDS	525387	-	526082	401
482	265	Op	4	.	-	CDS	526143	-	527318	765
483	265	Op	5	.	-	CDS	527379	-	528314	736
484	266	Tu	1	.	+	CDS	528608	-	530230	2187
485	267	Op	1	.	-	CDS	530296	-	530724	291
486	267	Op	2	.	-	CDS	530751	-	532163	1453
487	268	Tu	1	.	+	CDS	532396	-	532911	471
488	269	Op	1	.	-	CDS	533091	-	533789	393
489	269	Op	2	.	-	CDS	533833	-	534396	567
490	269	Op	3	.	-	CDS	534445	-	535203	626
491	269	Op	4	.	-	CDS	535224	-	536537	834
492	269	Op	5	.	-	CDS	536504	-	537235	424
493	269	Op	6	.	-	CDS	537229	-	538548	758
494	269	Op	7	.	-	CDS	538588	-	541425	1912
495	269	Op	8	.	-	CDS	541488	-	541910	404
496	270	Tu	1	.	+	CDS	542091	-	542852	713
497	271	Op	1	.	+	CDS	542989	-	543177	164
498	271	Op	2	.	+	CDS	543195	-	544730	944
499	272	Tu	1	.	-	CDS	544736	-	545059	270
500	273	Op	1	.	-	CDS	545375	-	545821	452
501	273	Op	2	.	-	CDS	545889	-	546803	935
502	274	Tu	1	.	-	CDS	547035	-	547115	102
503	275	Tu	1	.	-	CDS	547586	-	549607	1678
504	276	Op	1	.	+	CDS	549675	-	551198	1934
505	276	Op	2	.	+	CDS	551198	-	551689	273
506	276	Op	3	.	+	CDS	551710	-	551988	298
507	277	Op	1	.	+	CDS	552140	-	552550	417
